34200.017459617,5,0,1,2238200,-1
34200.18960767,1,11885113,21,2238100,1
34200.190226476,4,11885113,21,2238100,1
34200.190226476,4,11534792,26,2237500,1
34200.372779672,5,0,100,2238400,-1
34200.375671205,5,0,100,2238400,-1
34200.383971366,5,0,100,2238600,-1
34200.38581571,5,0,100,2238600,-1
34200.387205153,5,0,100,2239200,-1
34200.388463172,5,0,100,2239300,-1
34200.39141294,4,14585251,100,2239500,-1
34200.39141294,4,3911376,20,2239600,-1
34200.39141294,4,16202496,286,2239600,-1
34200.393480733,4,2135294,100,2239900,-1
34200.394405007,1,16207239,100,2239900,-1
34200.398456977,5,0,100,2239700,-1
34200.398595993,5,0,100,2239700,-1
34200.400328982,5,0,100,2239700,-1
34200.401529352,5,0,10,2239700,-1
34200.401529352,4,16207239,90,2239900,-1
34200.401923745,1,16208720,50,2239900,-1
34200.403006021,4,16207239,10,2239900,-1
34200.403006021,4,16208720,50,2239900,-1
34200.403006021,4,1365373,13,2240000,-1
34200.403006021,4,1847685,27,2240000,-1
34200.407876509,4,1847685,73,2240000,-1
34200.407876509,4,2051705,20,2240000,-1
34200.407876509,4,3578212,4,2240000,-1
34200.407876509,4,3581197,3,2240000,-1
34200.411052662,4,3581197,7,2240000,-1
34200.411052662,4,3591155,50,2240000,-1
34200.411052662,4,3689544,43,2240000,-1
34200.412063728,4,3689544,57,2240000,-1
34200.412063728,4,3920363,6,2240000,-1
34200.412063728,4,3920364,23,2240000,-1
34200.412063728,4,3920367,6,2240000,-1
34200.412063728,4,3920371,54,2240000,-1
34200.412063728,4,3920373,54,2240000,-1
34200.417197959,4,3920374,15,2240000,-1
34200.417197959,4,4631442,76,2240000,-1
34200.417197959,4,4631569,20,2240000,-1
34200.417197959,4,4632895,15,2240000,-1
34200.417197959,4,4632989,10,2240000,-1
34200.417197959,4,10054324,25,2240000,-1
34200.417197959,4,11349573,100,2240000,-1
34200.417197959,4,11830089,50,2240000,-1
34200.417197959,4,12490851,183,2240000,-1
34200.419808842,4,12490851,100,2240000,-1
34200.53842474,4,12490851,200,2240000,-1
34200.553743035,5,0,100,2239700,1
34200.567936862,4,12490851,17,2240000,-1
34200.567936862,4,13561719,100,2240000,-1
34200.567936862,4,14482478,100,2240000,-1
34200.567936862,5,0,69,2240000,-1
34200.568240371,1,16240373,100,2240000,-1
34200.570408833,4,16240373,100,2240000,-1
34200.570408833,5,0,190,2240000,-1
34200.570408833,5,0,10,2240000,-1
34200.570714327,1,16240856,100,2240000,-1
34200.574028141,4,16240856,100,2240000,-1
34200.574401291,1,16241642,100,2240000,-1
34200.631353841,1,16252480,100,2239500,-1
34200.771525998,4,16252480,100,2239500,-1
34200.771912718,1,16275687,75,2239500,-1
34200.873785004,1,16289323,100,2238400,1
34200.874913031,4,16289323,100,2238400,1
34200.881781052,1,16290483,100,2238400,1
34200.891497671,4,16275687,15,2239500,-1
34201.290951337,1,16352638,100,2238600,-1
34201.291410923,4,16352638,100,2238600,-1
34201.371436281,4,16275687,60,2239500,-1
34201.395343299,4,16241642,100,2240000,-1
34201.395343299,5,0,90,2240000,-1
34202.012069923,5,0,100,2238800,1
34202.012780077,5,0,100,2238800,1
34202.028280054,5,0,100,2238800,1
34202.279048607,3,16290483,100,2238400,1
34202.279048607,1,16451737,100,2238900,1
34203.87899164,1,16610191,100,2242000,-1
34204.256047385,5,0,100,2239200,1
34204.354928214,3,16610191,100,2242000,-1
34204.354928214,1,16657800,100,2241600,-1
34204.414467151,5,0,80,2239100,1
34204.476700094,3,16657800,100,2241600,-1
34204.476700094,1,16667397,100,2241300,-1
34204.572760266,5,0,40,2239100,1
34204.652306988,1,16681306,1100,2241000,-1
34204.763922789,1,16692138,100,2241000,-1
34205.104260912,3,16692138,100,2241000,-1
34205.104260912,1,16723342,100,2240800,-1
34205.104818539,1,16723399,220,2240800,-1
34205.105828981,3,16723399,220,2240800,-1
34205.107097083,1,16723613,220,2240800,-1
34205.108103666,3,16723613,220,2240800,-1
34205.109400899,1,16723877,220,2240800,-1
34205.109754612,1,16723916,155,2240800,-1
34205.110466704,3,16723877,220,2240800,-1
34205.162100797,1,16728917,100,2240700,-1
34205.197780635,1,16732821,100,2238900,1
34205.304295214,5,0,35,2239000,1
34205.513948001,1,16763343,100,2240500,-1
34205.621655175,5,0,37,2239000,1
34205.621745869,5,0,128,2239000,1
34205.621745869,5,0,72,2239000,1
34205.888223563,3,16763343,100,2240500,-1
34205.888223563,1,16797917,100,2240300,-1
34205.919446318,1,16799433,100,2240200,-1
34206.151537755,1,16811014,100,2240200,-1
34206.555393547,1,16830499,100,2238900,1
34207.02465637,5,0,10,2239300,1
34207.02465637,5,0,28,2239000,1
34207.02465637,5,0,26,2239000,1
34207.232535255,3,16732821,100,2238900,1
34207.232650402,5,0,74,2239000,1
34207.232650402,5,0,113,2239000,1
34207.232650402,4,16451737,13,2238900,1
34207.272071021,3,16451737,87,2238900,1
34207.272071021,1,16866136,87,2239000,1
34207.312164392,3,16866136,87,2239000,1
34207.312164392,1,16867608,87,2239100,1
34207.319504351,4,16799433,71,2240200,-1
34207.35959249,4,16799433,29,2240200,-1
34207.35959249,4,16811014,71,2240200,-1
34207.409684709,3,16867608,87,2239100,1
34207.409684709,1,16873976,87,2239200,1
34207.71831102,3,16811014,29,2240200,-1
34207.71831102,1,16887475,29,2240700,-1
34208.996027789,1,16929385,77,2239200,1
34209.339457717,1,16943725,100,2239200,1
34209.709730284,3,16887475,29,2240700,-1
34209.709730284,1,16954459,29,2240600,-1
34209.76667599,3,16954459,29,2240600,-1
34209.76667599,1,16956634,29,2240700,-1
34209.787331886,3,16956634,29,2240700,-1
34209.787331886,1,16958151,29,2240500,-1
34210.206486354,1,16984035,100,2239200,1
34210.515211316,3,16958151,29,2240500,-1
34210.515211316,1,17004982,29,2240400,-1
34210.706474037,3,17004982,29,2240400,-1
34210.706474037,1,17017091,29,2240300,-1
34210.910418382,3,17017091,29,2240300,-1
34210.910418382,1,17030256,29,2240400,-1
34210.966978058,4,17030256,29,2240400,-1
34210.966978058,5,0,71,2240400,-1
34211.618610908,1,17063006,400,2240700,-1
34211.943114597,4,16728917,100,2240700,-1
34211.943114597,4,17063006,300,2240700,-1
34211.967039643,4,17063006,100,2240700,-1
34211.967968333,4,16681306,100,2241000,-1
34211.970165989,4,16681306,100,2241000,-1
34212.161685865,1,17084297,100,2239300,1
34212.165104681,3,16681306,900,2241000,-1
34212.165315424,5,0,317,2239500,1
34212.165315424,5,0,100,2239400,1
34212.165315424,4,17084297,100,2239300,1
34212.165315424,5,0,112,2239300,1
34212.165315424,5,0,203,2239300,1
34212.37437678,1,17094470,100,2240900,1
34212.376037666,1,17094575,100,2240900,1
34212.376129044,3,17094470,100,2240900,1
34212.376129044,1,17094576,100,2241300,1
34212.376453932,4,17094576,100,2241300,1
34212.377481694,3,17094575,100,2240900,1
34212.461714019,3,16943725,100,2239200,1
34212.487961941,1,17097634,100,2240900,1
34212.530050106,1,17099230,87,2240900,1
34212.577101834,3,17097634,100,2240900,1
34212.677958048,3,17099230,87,2240900,1
34212.677958048,1,17103292,87,2239300,1
34213.186801146,1,17118179,100,2240900,1
34213.22784958,1,17119109,87,2240900,1
34213.324261399,1,17121862,100,2240900,1
34215.152124895,1,17169116,100,2240900,1
34215.180453936,1,17170140,100,2240900,1
34215.77821826,4,11561639,20,2242400,-1
34215.77821826,4,14665565,80,2242500,-1
34217.852825212,4,14665565,20,2242500,-1
34217.887655328,5,0,220,2242700,-1
34219.127707671,4,17209080,10,2242900,-1
34219.376645056,4,17209080,200,2242900,-1
34219.516845865,4,17209080,200,2242900,-1
34219.51709589,1,17329820,100,2242900,-1
34219.529935712,5,0,80,2242800,-1
34220.233163353,1,17358208,77,2240900,1
34220.303127499,3,17329820,100,2242900,-1
34220.30312952,3,17209080,90,2242900,-1
34220.321456549,3,17121862,100,2240900,1
34220.534112308,1,17365824,1,2243000,-1
34221.59679772,4,3579342,100,2243000,-1
34222.165292881,4,3579342,100,2243000,-1
34223.279632997,4,3579342,100,2243000,-1
34223.280244371,4,3579342,80,2243000,-1
34223.280536751,4,3579342,100,2243000,-1
34223.280641818,4,3579342,20,2243000,-1
34223.280641818,4,17365824,1,2243000,-1
34223.367461134,4,16451084,100,2244500,-1
34223.367706865,1,17454308,100,2244500,-1
34226.018708882,1,17523948,100,2244500,-1
34226.025401005,1,17524292,100,2240900,1
34226.027530424,3,17524292,100,2240900,1
34227.238645979,1,17556978,100,2244500,-1
34228.006601932,3,17523948,100,2244500,-1
34228.068360389,5,0,93,2244400,-1
34228.397876255,5,0,25,2244400,-1
34228.609009833,3,17556978,100,2244500,-1
34228.611036074,1,17654389,100,2244500,-1
34228.611563982,3,17118179,100,2240900,1
34228.613137713,1,17654460,100,2240900,1
34228.614015349,3,17654460,100,2240900,1
34229.064982046,1,17669020,100,2240900,1
34229.067206176,3,17669020,100,2240900,1
34229.324305974,3,17358208,77,2240900,1
34229.343638816,1,17678897,77,2241000,1
34229.34512286,1,17678938,100,2241000,1
34229.350536541,3,17678938,100,2241000,1
34229.356252519,1,17679258,100,2241000,1
34229.853048275,1,17693590,87,2241000,1
34229.931412705,1,17695622,100,2241100,1
34229.932946536,1,17695670,100,2241100,1
34230.013756435,1,17700167,87,2241100,1
34230.478073253,1,17720413,100,2241100,1
34230.689754679,5,0,100,2241800,1
34232.513860324,5,0,200,2241400,1
34232.513860324,5,0,100,2241300,1
34232.520197625,3,17695670,100,2241100,1
34232.521812825,1,17791392,100,2241500,1
34232.573694017,1,17794177,100,2242900,1
34232.573822327,4,17794177,100,2242900,1
34232.574758204,3,17791392,100,2241500,1
34232.655299914,3,17720413,100,2241100,1
34232.672145731,1,17796697,100,2241500,1
34232.935731616,1,17802947,87,2241500,1
